,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,Preci_janvier_mean,Preci_janvier_min,Preci_janvier_max,Preci_fevrier_mean,Preci_fevrier_min,Preci_fevrier_max,Preci_mars_mean,Preci_mars_min,Preci_mars_max,Preci_avril_mean,Preci_avril_min,Preci_avril_max,Preci_mai_mean,Preci_mai_min,Preci_mai_max,Preci_juin_mean,Preci_juin_min,Preci_juin_max,Preci_juillet_mean,Preci_juillet_min,Preci_juillet_max,Preci_aout_mean,Preci_aout_min,Preci_aout_max,Preci_septembre_mean,Preci_septembre_min,Preci_septembre_max,Preci_octobre_mean,Preci_octobre_min,Preci_octobre_max,Preci_novembre_mean,Preci_novembre_min,Preci_novembre_max,Preci_decembre_mean,Preci_decembre_min,Preci_decembre_max,Année,RcsiMoyProv
16,Est,BF52,Kompienga,BF5204,0.0,0.0,0.0,0.998468689351197,0.786131083965302,1.61831760406494,16.9686339590923,10.3666362762451,29.2316627502441,30.248371882611,22.2657814025879,47.4621429443359,83.4132558064288,74.7327041625977,99.7557983398438,130.475896031023,122.553131103516,142.744400024414,188.022318552776,170.059005737305,210.348098754883,242.730363087482,233.244125366211,266.303588867188,208.707324384207,196.033828735352,223.583679199219,14.2892166275576,12.1770915985107,20.4471588134766,1.06085933996252,0.794839084148407,1.51792395114899,0.526333306747747,0.0,0.849838614463806,2014,6.774419165527776
17,Boucle du Mouhoun,BF46,Kossi,BF4603,0.0198863636363636,0.0,1.0,0.911446830427105,0.0,1.94703102111816,2.28521417555484,1.21581399440765,3.72336745262146,24.0213757753372,16.6578063964844,31.8484630584717,82.1661239320582,61.2435455322266,95.1505355834961,153.77420852401,125.714286804199,176.418014526367,239.915580316023,214.021041870117,270.843994140625,262.742562597448,245.824066162109,274.12060546875,110.295458511873,91.9003219604492,138.684555053711,18.6621291827072,13.9655981063843,23.4772205352783,2.60365917601369,1.04451262950897,3.83356690406799,1.01213363558054,0.699276626110077,1.9504781961441,2014,5.851941356532946
18,Centre-Est,BF48,Koulpélogo,BF4802,0.0,0.0,0.0,1.23984965965861,0.784483790397644,1.70567584037781,20.5064615370735,15.1972198486328,26.5839290618896,36.6000834419614,31.2417373657227,46.443042755127,90.3025641365657,80.4959564208984,102.338119506836,124.982930501302,120.972282409668,134.594039916992,218.089942326621,200.065963745117,237.764190673828,261.792861332969,249.575225830078,271.688018798828,185.608971187047,154.953735351562,209.919631958008,14.8693209375654,12.0719442367554,18.9628925323486,1.0682443588499,0.745539426803589,1.49438202381134,0.569732043359961,0.472679138183594,0.998701572418213,2014,13.055939765755715
19,Centre-Est,BF48,Kourittenga,BF4803,0.0,0.0,0.0,1.36132316236143,0.890332460403442,1.96817970275879,9.145492666739,4.72622728347778,14.9853029251099,34.1033384817618,29.9664154052734,36.820255279541,80.5574934782805,65.3830947875977,93.8800277709961,146.926336104782,140.341369628906,153.927001953125,229.234479890046,209.678344726562,241.194625854492,269.673685257523,248.900268554688,282.894287109375,162.396212994611,143.639953613281,182.630126953125,12.2074570549859,10.6327333450317,13.385082244873,0.974621481807144,0.553104937076569,1.60918664932251,0.70415697671749,0.585714519023895,0.799497902393341,2014,2.6622643928708807
20,Plateau-Central,BF55,Kourwéogo,BF5502,0.0,0.0,0.0,0.923314119038517,0.695486962795258,1.62199294567108,6.23681037066734,4.07277679443359,8.97542381286621,31.0458498915581,26.5431632995605,39.8291473388672,81.3789536985633,70.6260833740234,97.0656890869141,139.407119332928,134.753982543945,153.080184936523,249.605070976362,246.953842163086,254.714965820312,255.195348034166,248.202575683594,271.011596679688,116.069478178677,108.418243408203,124.911918640137,12.4846476855343,11.5063409805298,13.3515615463257,0.624086014211994,0.571310460567474,0.696051478385925,0.296519462376425,0.0,1.0,2014,7.010019185674696
21,Cascades,BF47,Léraba,BF4702,2.96166227233242,2.06418609619141,4.70426893234253,4.49427305980467,3.41484594345093,5.31357383728027,19.3550548150506,13.2191715240479,24.3821754455566,77.5521590541786,61.7761726379395,94.0995101928711,91.7642876531037,88.1100616455078,96.843147277832,158.377231006891,151.937438964844,172.835144042969,250.660566732917,225.412506103516,271.634887695312,309.604471126073,296.225372314453,323.084655761719,197.56261755715,186.475646972656,213.447341918945,42.0745717975455,34.2967529296875,52.9696731567383,21.0172498864187,16.5689640045166,26.2800464630127,1.54985128573968,1.2416079044342,1.86022818088531,2014,6.916275566371168
22,Nord,BF54,Loroum,BF5401,0.0,0.0,0.0,0.0,0.0,0.0,1.42488628498373,0.827050566673279,1.77724063396454,9.41283345604963,5.41118383407593,16.6359634399414,37.3869232238933,30.8572330474854,48.1861801147461,97.9463720474651,83.7223205566406,121.026870727539,192.792511475915,177.988372802734,218.330139160156,209.656136660652,193.844131469727,233.438446044922,81.633148764544,73.1648712158203,92.8384475708008,14.7718856474932,12.9534931182861,17.0978183746338,0.0924079408620131,0.0,0.982694864273071,0.32620320855615,0.0,1.0,2014,8.889441240803341
23,Boucle du Mouhoun,BF46,Mouhoun,BF4604,0.31983383407905,0.0,1.18606150150299,1.26659886751856,0.638673961162567,1.87975907325745,4.88516320572013,2.09543395042419,8.32250022888184,35.301964816593,23.2483310699463,46.5225868225098,93.9498636154901,82.1748199462891,106.852867126465,167.680013611203,142.76025390625,185.601104736328,250.189506939479,239.377182006836,260.865173339844,277.428180512928,258.012756347656,293.512268066406,137.771044049944,112.595680236816,160.631942749023,15.9312080939611,12.9326772689819,19.6497554779053,3.28810862238918,1.48569178581238,5.4344048500061,0.727205512956494,0.604859411716461,0.973366022109985,2014,6.824102145522388
24,Centre-Sud,BF51,Nahouri,BF5102,0.649010855664489,0.0,1.0,1.6249878618025,1.31565594673157,2.51904678344727,21.6756670962098,14.781156539917,27.981050491333,53.2866010768439,46.8010520935059,58.4203910827637,117.919485686928,105.174125671387,125.093811035156,148.114467251685,134.409530639648,155.72770690918,264.126565830682,239.842544555664,283.175994873047,281.350810881584,265.049865722656,292.940948486328,153.454679673718,144.935272216797,166.095169067383,17.4939554173459,16.0243072509766,18.6815299987793,2.17797457979571,1.51233863830566,2.8349015712738,1.0540232517386,0.708772897720337,1.303826212883,2014,1.97228714524207
25,Centre-Nord,BF49,Namentenga,BF4902,0.0,0.0,0.0,0.338347456916686,0.0,1.0,2.74224178791046,2.07075881958008,4.89462995529175,23.5954735294465,10.7778167724609,34.4428901672363,49.244429514485,31.2468852996826,70.4091644287109,132.226000976562,109.778350830078,146.893341064453,192.77804235643,152.420837402344,228.489379882812,236.076534738848,208.929626464844,253.146072387695,129.171616954188,97.1569290161133,159.500289916992,9.97728613576581,8.01645183563232,12.3670864105225,0.725630050897598,0.0,1.55807018280029,0.410648234236625,0.0,1.0,2014,11.460633628884665
26,Boucle du Mouhoun,BF46,Nayala,BF4605,0.0056497175141242,0.0,1.0,0.808698703676967,0.671146631240845,1.36174190044403,3.1514693182067,2.08132314682007,4.63979387283325,28.1413822389592,21.3120803833008,35.4653434753418,81.8259607088768,70.5298080444336,88.5439376831055,142.550870302707,134.966812133789,151.685104370117,240.740414463194,231.086212158203,249.644683837891,253.728087775451,241.858963012695,265.366973876953,113.146087387861,102.890686035156,123.334243774414,12.823131755247,11.5225591659546,14.0271186828613,1.2676762621955,0.730621814727783,2.01209759712219,0.713844482508083,0.667611122131348,0.811753809452057,2014,2.6433538531691747
27,Sud-Ouest,BF57,Noumbiel,BF5703,1.79081972891634,0.760568678379059,3.07254648208618,2.88675515037594,2.27919387817383,3.79303121566772,38.2810218984431,28.9613208770752,50.2829437255859,61.4892070654667,52.598747253418,71.0136642456055,152.744953386711,138.73356628418,173.23371887207,139.069915309097,133.948715209961,145.766052246094,227.531791109027,194.272506713867,240.435256958008,212.3780559193,172.662902832031,243.672882080078,213.216426155784,204.23796081543,228.89176940918,37.9662530783451,28.5989112854004,48.383430480957,9.29903759739616,6.41877746582031,12.1764307022095,1.58515544190551,0.988523840904236,2.41768932342529,2014,7.221647746431381
28,Plateau-Central,BF55,Oubritenga,BF5503,0.0,0.0,0.0,0.959160673432052,0.852349102497101,1.0,4.72804096899927,3.46926164627075,6.10163879394531,30.8270093947649,27.074369430542,34.0809211730957,72.217183470726,64.8066253662109,81.8490447998047,139.292294979095,135.923980712891,143.985961914062,243.948822379112,235.686065673828,249.696517944336,256.142501354218,251.403793334961,265.116943359375,121.487860202789,110.679008483887,132.568176269531,12.6692934036255,11.8203859329224,13.3114528656006,0.586551582440734,0.550757467746735,0.694595873355865,0.495577787980437,0.0,1.0,2014,3.72535004406149
29,Sahel,BF56,Oudalan,BF5601,0.0,0.0,0.0,0.0,0.0,0.0,1.46820811617808,0.771840929985046,2.0986647605896,5.78981179803035,3.23196983337402,10.7193078994751,17.5698684982365,10.1782693862915,27.3570613861084,81.4576678225009,60.828010559082,108.009429931641,124.156606751795,97.2680969238281,154.045043945312,164.214958435973,133.687942504883,201.540969848633,84.9535949020876,70.8250198364258,102.818809509277,6.30545609717196,3.35185146331787,10.0542001724243,0.0,0.0,0.0,0.012847965738758,0.0,1.0,2014,4.5524475524475525
30,Nord,BF54,Passoré,BF5402,0.0,0.0,0.0,0.550685335428287,0.0,1.0,3.81104630079025,2.57526302337646,5.3217339515686,26.6401884030073,22.0511779785156,35.8821067810059,76.1106583815355,65.4813613891602,87.0531768798828,136.850744002905,132.652587890625,141.114837646484,250.275084979718,236.191513061523,259.322479248047,244.653182200896,232.68310546875,254.479476928711,109.586073890099,99.6177673339844,120.97541809082,12.1389358324882,11.3344116210938,13.2870063781738,0.742729466695052,0.639383018016815,0.875028550624847,0.960190183382768,0.777371466159821,1.0,2014,1.2727094176568792
31,Sud-Ouest,BF57,Poni,BF5704,2.72863454949366,0.810356497764587,3.93160843849182,2.89085122036607,1.41971111297607,6.03962659835815,27.0648609004609,22.3041286468506,34.1870918273926,62.944973347285,48.1156120300293,89.6403350830078,130.725523188343,119.582107543945,144.757873535156,148.373148042862,128.183563232422,162.82975769043,233.693034383695,214.154190063477,247.633392333984,248.358244344633,199.522338867188,285.283203125,205.922313073563,182.129943847656,222.789566040039,32.2935933361315,20.0709590911865,50.8388061523438,10.5188351722613,4.22646427154541,19.6531066894531,1.17767464020481,0.806379497051239,2.73153638839722,2014,1.3924090479830913
32,Centre-Ouest,BF50,Sanguié,BF5002,0.684830293059349,0.0,1.0,1.13832686369618,0.657279849052429,1.39014327526093,6.59291412134965,3.53392958641052,11.092264175415,41.8117569923401,28.2594985961914,56.8799362182617,94.1098782221476,80.8042068481445,110.463180541992,149.406183751424,136.696701049805,162.242904663086,251.170385678609,246.180648803711,259.630584716797,269.868858591715,245.06510925293,298.364898681641,129.878094863892,111.265930175781,153.714462280273,12.9306314428647,11.2674570083618,15.6676073074341,1.77260938212276,0.668328523635864,3.54894137382507,0.67441722912093,0.474252760410309,0.892091155052185,2014,6.560558759722737
33,Centre-Nord,BF49,Sanmatenga,BF4903,0.0,0.0,0.0,0.426031958237456,0.0,1.0,3.0325145118781,1.98968839645386,4.92840147018433,20.60533848993,10.5661010742188,30.8245964050293,51.7295101106563,31.3817825317383,71.5724487304688,133.514064712694,108.868865966797,148.223098754883,212.684713393252,166.579498291016,244.327255249023,243.74902573816,209.722717285156,260.276611328125,118.392239657315,96.3437652587891,141.361099243164,10.841115346769,7.97171020507812,13.299654006958,0.760067614774218,0.0,1.0,0.779172129483022,0.0,1.0,2014,8.116862145164031
34,Sahel,BF56,Séno,BF5602,0.0,0.0,0.0,0.0,0.0,0.0,2.29097522464567,1.55844974517822,3.24902129173279,11.64936401344,5.11984777450562,18.6395835876465,27.5151932377221,15.1313323974609,38.9993515014648,106.346033438361,82.4151916503906,121.05313873291,143.089944996008,116.637329101562,162.912261962891,202.542112263503,168.689666748047,222.044586181641,111.116538259396,93.7593002319336,128.768402099609,7.18671578839195,4.42440462112427,9.69783115386963,0.0759878419452888,0.0,1.0,0.0516717325227964,0.0,1.0,2014,4.35586834435203
35,Centre-Ouest,BF50,Sissili,BF5003,0.355891715412709,0.0,0.882994651794434,1.22542709343469,1.00154650211334,1.61555552482605,18.3544436582878,8.71345329284668,28.2364311218262,55.875455360982,47.2718467712402,64.6528625488281,115.913083842263,97.4300384521484,134.39192199707,156.300882732334,150.811874389648,162.89631652832,257.022400585573,248.042175292969,273.675323486328,301.363235336987,281.22802734375,317.336334228516,157.058178802035,136.414108276367,178.203216552734,14.9957587512571,12.0595149993896,18.1468772888184,2.8608318054854,1.85029578208923,3.64557075500488,0.898600303770891,0.425058037042618,1.36312747001648,2014,2.246724552290875
36,Sahel,BF56,Soum,BF5603,0.0016583747927031,0.0,1.0,0.0,0.0,0.0,1.73105324955524,0.800631403923035,2.97622323036194,8.32488993744352,4.48068141937256,13.8143720626831,28.7642960524678,19.9053802490234,39.7655258178711,88.2805369362902,66.9306335449219,112.081733703613,166.666795088482,137.389495849609,195.192825317383,196.2691726305,162.093521118164,225.315368652344,84.4294312763372,71.3873138427734,99.9380645751953,12.6283267252085,7.53744506835938,16.7319793701172,0.0016583747927031,0.0,1.0,0.271973466003317,0.0,1.0,2014,9.027380465876584
37,Boucle du Mouhoun,BF46,Sourou,BF4606,0.0,0.0,0.0,0.39614242563645,0.0,1.0,2.0410450498263,1.38419473171234,2.6229190826416,18.0978190733327,13.2554502487183,24.2272987365723,58.4111768669552,40.4770851135254,79.9864120483398,128.149453957876,109.365135192871,142.386917114258,220.822766198052,201.186447143555,238.86393737793,232.824255625407,216.022384643555,255.470108032227,95.577693382899,81.3575592041016,109.98787689209,14.4545749955707,12.2653465270996,16.690372467041,0.598460869035787,0.0,2.07701826095581,0.94394379047056,0.722127974033356,1.0,2014,1.1692307692307693
38,Est,BF52,Tapoa,BF5205,0.0,0.0,0.0,0.974362514721005,0.0,1.0,6.25570161242336,2.11218857765198,12.1757068634033,15.471941173481,6.67713689804077,25.0367965698242,61.6434627103353,36.6793022155762,79.3588562011719,134.828644399242,115.524131774902,145.47297668457,162.038667075831,140.441680908203,175.00732421875,219.303516858954,189.422973632812,236.577926635742,207.970463808388,169.142608642578,233.462326049805,11.4732480514971,6.76498508453369,14.7567644119263,0.856459337303079,0.0,1.23064494132996,0.0402713133327997,0.0,0.826607704162598,2014,6.834425301302273
39,Hauts-Bassins,BF53,Tuy,BF5303,1.75352983299951,0.0,3.44710731506348,1.01131617081793,0.623043835163116,1.27152609825134,10.6673198929407,4.66630935668945,17.3633213043213,43.636473748917,35.5951080322266,57.1131553649902,104.800964039967,95.7418518066406,117.572822570801,173.437393819479,162.66813659668,181.668792724609,253.632975987026,245.228790283203,263.355712890625,291.358439280574,281.049438476562,304.163909912109,164.848979404994,156.868957519531,178.887252807617,18.4802393734007,15.5585651397705,21.8664646148682,6.44556135790689,3.70465850830078,9.85632038116455,0.476612859986778,0.342261582612991,0.692516505718231,2014,4.890614886731392
40,Sahel,BF56,Yagha,BF5604,0.0,0.0,0.0,0.11400651465798,0.0,1.0,2.47265707281591,1.72327768802643,3.27252531051636,12.7567822661384,6.70348739624023,21.748664855957,31.6515843829425,22.2785205841064,40.9279747009277,103.632518234004,88.3212814331055,115.141456604004,155.466486977444,138.836715698242,169.372131347656,206.956323778979,190.885787963867,221.006393432617,131.667950484186,115.263069152832,147.500930786133,8.21685872870082,6.06711292266846,10.4125146865845,0.944625407166124,0.0,1.0,0.0,0.0,0.0,2014,14.27731411229135
41,Nord,BF54,Yatenga,BF5403,0.0,0.0,0.0,0.0122924540191889,0.0,0.989102423191071,1.80788485724479,0.842419683933258,3.78938245773315,14.4725542783737,8.31807231903076,24.6419506072998,48.1524013400078,35.0883483886719,69.5842895507812,115.262038803101,93.1405487060547,139.460784912109,216.067660903931,186.796737670898,250.309341430664,223.697137975693,203.304077148438,248.46012878418,87.9556049823761,75.205810546875,102.253967285156,14.8218077898026,11.8809614181519,17.1075897216797,0.546515067853033,0.0,1.0,0.428125,0.0,1.0,2014,2.5277542013240537
42,Centre-Ouest,BF50,Ziro,BF5004,0.0115008267313845,0.0,0.965833485126495,1.30280486123282,0.7526496052742,1.68676936626434,13.7870272161507,9.46061038970947,19.4866790771484,52.0271151770464,43.2718276977539,60.8873901367188,102.514971003359,96.8863296508789,115.530197143555,151.041180568185,144.226287841797,156.078353881836,264.521777875028,254.04411315918,280.016265869141,283.598749446483,271.815521240234,297.254486083984,146.275954088219,135.901748657227,153.461181640625,13.3437714904909,11.7861413955688,16.4466724395752,2.1108920284611,1.21512579917908,2.82024765014648,1.19194153011569,0.671488106250763,1.69798994064331,2014,10.293036211699164
43,Nord,BF54,Zondoma,BF5404,0.0,0.0,0.0,0.0073503653208414,0.0,0.705635070800781,2.42700581500928,1.71835803985596,2.73339509963989,19.5306919515133,15.3251028060913,24.2790203094482,64.6515683333079,55.1798896789551,74.8844985961914,129.396548509598,121.723358154297,135.647644042969,241.027759234111,225.298004150391,251.452529907227,231.31775077184,225.708389282227,237.76481628418,97.4221405982971,91.4651336669922,107.252578735352,13.5856700539589,12.0016574859619,15.3211851119995,0.786331693331401,0.0,0.883857786655426,0.979018144309521,0.883385062217712,1.0,2014,1.3149287438673
