,REGION,PROVINCE,COMMUNE,ANNEE,Sonagess_01mais-(t-0),Sonagess_02mais-(t-0),Sonagess_03mais-(t-0),Sonagess_04mais-(t-0),Sonagess_05mais-(t-0),Sonagess_06mais-(t-0),Sonagess_07mais-(t-0),Sonagess_08mais-(t-0),Sonagess_09mais-(t-0),Sonagess_10mais-(t-0),Sonagess_11mais-(t-0),Sonagess_12mais-(t-0),RcsiMoyProv
32,BOUCLE DU MOUHOUN,MOUHOUN,TCHERIBA,2014,133.111537964179,130.468732518346,130.4035212603834,132.43318623533,131.7094899932031,131.1314047088635,130.8097564377125,133.839421412659,135.5824933030014,128.1203540015026,125.8040959419517,125.4677503254076,6.824102145522388
33,BOUCLE DU MOUHOUN,NAYALA,GASSAN,2014,136.7182323841579,135.8662017996364,134.8548360907909,137.4793225890945,137.445225462558,137.5083954692696,134.776378144508,137.7573684658768,139.7674316674206,136.5588972598339,132.0443608197464,129.5298243796589,2.6433538531691747
34,BOUCLE DU MOUHOUN,NAYALA,GOSSINA,2014,137.0930327242899,135.8775762042581,134.9104947103505,136.7483230733491,132.8808781047849,133.8479595986925,132.5373789005743,135.0475620890433,136.9024549284531,135.5385893473044,133.3901802861876,129.6361344188513,2.6433538531691747
35,BOUCLE DU MOUHOUN,NAYALA,KOUGNY,2014,139.21231062517,138.1150562992875,136.8527555325063,138.7369121587324,136.1472201541881,137.4095209209693,135.5590779853108,138.3812438118892,140.2781881706383,136.8438545458038,132.7070852139852,129.9693859807664,2.6433538531691747
36,BOUCLE DU MOUHOUN,NAYALA,TOMA,2014,141.2135954499368,140.3274179537962,139.1643452896266,140.539740778276,137.6017248775871,138.7647975417567,137.0241522592204,139.5085637401646,141.1226525798408,137.9437250607988,133.9230636943617,131.0861363585313,2.6433538531691747
37,BOUCLE DU MOUHOUN,NAYALA,YABA,2014,147.9054930565902,149.388660828243,148.9072721683526,148.6231629337176,147.8532519264838,146.8319719187307,143.6151915974845,144.1063307053704,143.6151915974845,143.0983593691373,139.1063307053703,136.3390536990825,2.6433538531691747
38,BOUCLE DU MOUHOUN,NAYALA,YE,2014,134.6257191384639,132.6237258285977,131.53140143188,134.2759981485267,131.4380587669224,132.53038316364,131.2298251435144,134.6492823551297,137.4184605566821,134.3713125100437,131.3261577732714,127.9528519533615,2.6433538531691747
39,BOUCLE DU MOUHOUN,SOUROU,DI,2014,138.4472298700366,138.3485649119473,137.3418134922486,139.4707502259195,139.4504959668234,139.3608741957119,136.2274778096215,138.6187476630534,139.9001414862778,137.5391434084273,133.0940814235311,130.6490194386349,1.1692307692307693
40,BOUCLE DU MOUHOUN,SOUROU,GOMBORO,2014,156.5715158225991,149.2354417641426,148.41083911941,151.2714684094677,153.5930593326653,151.9364064015387,146.2062379768055,147.2714684094677,148.0016368342009,146.9243975197636,142.2714684094677,139.9776190706509,1.1692307692307693
41,BOUCLE DU MOUHOUN,SOUROU,KASSOUM,2014,139.2055279199128,139.6507980093131,138.4295782441879,140.2551746893003,139.5915153939249,139.9360766649752,136.5673318712626,138.5872695551999,139.2881092148121,137.5390380653874,133.1985870775499,130.8581360897125,1.1692307692307693
42,BOUCLE DU MOUHOUN,SOUROU,KIEMBARA,2014,154.9852559342281,149.024219603344,148.3407896269013,150.848809351216,153.329487947058,151.4256754780967,145.8717581520714,146.848809351216,147.4027266772414,146.4841455621394,141.848809351216,139.5196668453267,1.1692307692307693
43,BOUCLE DU MOUHOUN,SOUROU,LANFIERA,2014,130.2669922869556,127.8464888413291,126.3775517626939,130.5488665936426,129.6580555818619,130.9549925857888,129.0792442712479,132.405621425895,133.5901239003134,125.3705561138643,120.6674931177912,119.6844308688012,1.1692307692307693
44,BOUCLE DU MOUHOUN,SOUROU,LANKOUE,2014,159.5447123046444,154.0636963134975,154.4786460159214,155.5850502975762,158.8611371999425,155.0573508653124,150.5359968812337,151.0719937624674,151.875989084318,150.5589372273587,146.0719937624674,143.0834639355299,1.1692307692307693
45,BOUCLE DU MOUHOUN,SOUROU,TOENI,2014,153.454736047292,148.068145465311,147.0579895042559,149.5151263211307,150.905156626808,149.8623472539086,144.4784876930984,145.5151263211307,145.8989858819409,145.0466869686354,140.5151263211307,138.2676653113945,1.1692307692307693
46,BOUCLE DU MOUHOUN,SOUROU,TOUGAN,2014,144.356442737238,146.1199819484648,144.9023519098066,145.292953039118,143.5759893736639,143.9747556534693,140.3111999378736,141.0564922503448,140.3111999378736,140.0747391491004,136.0564922503448,133.6835541684295,1.1692307692307693
47,CASCADES,COMOE,BANFORA,2014,111.5383161471502,108.5963255026455,106.8438394301895,109.1090332960306,115.1116118455216,116.1570071868209,114.39448564966,114.39448564966,114.39448564966,109.760693221183,95.91971628236023,101.5256057494568,6.926491792369122
48,CASCADES,COMOE,BEREGADOUGOU,2014,111.6275935395876,108.6781582815,106.4052449049284,108.3470328590931,113.7213821339097,115.2741911981939,112.8778714188106,112.8778714188106,112.8778714188106,108.3909217042848,95.01274877750666,100.8193529585551,6.926491792369122
49,CASCADES,COMOE,MANGODARA,2014,108.645070241441,106.1918371475708,102.9902431966782,104.227555250838,108.438398651332,111.0452664092021,107.114616710544,107.114616710544,107.114616710544,102.4863579382247,90.16755401787537,97.4362131273617,6.926491792369122
50,CASCADES,COMOE,MOUSSODOUGOU,2014,105.0562344835863,103.1779040036682,100.4995457145746,101.9201544038707,106.7153323445425,108.9775451126372,105.2349080122282,105.2349080122282,105.2349080122282,100.0098083454596,87.48576950947674,95.78203609010974,6.926491792369122
51,CASCADES,COMOE,NIANGOLOKO,2014,105.4763953474255,103.5333140150817,100.604588439416,101.8849052877109,106.3829519948102,108.8714303990493,104.8723112670657,104.8723112670657,104.8723112670657,99.76628049858066,87.4368515494569,95.69714431923941,6.926491792369122
52,CASCADES,COMOE,OUO,2014,130.4623422603065,127.8466317425037,126.2033253349694,126.4175326959206,128.6864756198808,130.1703102294728,128.6864756198808,131.7192626171505,128.6864756198808,125.4944449328957,118.8843817390849,118.422723803459,6.926491792369122
53,CASCADES,COMOE,SIDERADOUGOU,2014,113.0210719279504,109.8622254489098,106.364001762514,107.5923235782768,111.5035404971354,114.1950543003443,110.4584078150568,110.4584078150568,110.4584078150568,106.4690968593628,94.09261760886537,99.95604344027548,6.926491792369122
54,CASCADES,COMOE,SOUBAKANIEDOUGOU,2014,97.65435710546642,96.97691125024805,94.25561927080828,95.349173247463,99.99239926024148,102.6469092823376,97.9007991929907,97.9007991929907,97.9007991929907,91.73662707280349,79.80145512074323,90.71752742587006,6.926491792369122
55,CASCADES,COMOE,TIEFORA,2014,112.0857656375342,109.0657648788089,106.5166333740719,108.3034263732926,113.3498925349626,115.1525835787226,112.472610038141,112.472610038141,112.472610038141,108.1163337546648,94.95326371324255,100.7220668629781,6.926491792369122
56,CASCADES,LERABA,DAKORO,2014,93.42959971524085,93.43933996060468,90.56336522079113,91.38844594706669,95.78749811601166,98.79389762031022,93.31363430837635,93.31363430837635,93.31363430837635,86.64733310616282,75.16569142303757,87.63511809624818,6.916275566371168
57,CASCADES,LERABA,DOUNA,2014,81.15235321629346,83.15380468821651,80.21815717039004,80.50801460376778,84.66898623040055,88.31473110424983,81.18434861498243,81.18434861498243,81.18434861498243,72.95743740245467,62.44212022847226,79.25178488339986,6.916275566371168
58,CASCADES,LERABA,KANKALABA,2014,94.40379069906771,94.25713773820007,91.26396845359325,92.05490089093092,96.32537575210333,99.40091356302776,93.90040991138545,93.90040991138545,93.90040991138545,87.38966018665333,75.94132506371594,88.12073085042222,6.916275566371168
59,CASCADES,LERABA,LOUMANA,2014,94.93196440913927,94.69973130008044,91.70140846076188,92.5105149634525,96.78189429169745,99.83751741505473,94.39843013639725,94.39843013639725,94.39843013639725,87.95682711671758,76.4738844852885,88.4700139320438,6.916275566371168
60,CASCADES,LERABA,NIANKORODOUGOU,2014,95.95488911315132,95.55641368780616,92.5849258055322,93.45236473544725,97.77002316314497,100.7508830488126,95.47638890524905,95.47638890524905,95.47638890524905,89.15912658509652,77.57594990968373,89.20070643905005,6.916275566371168
61,CASCADES,LERABA,OUELENI,2014,88.92063117833463,90.59516789863773,88.56792305389844,90.78312115541334,95.8642212039925,97.54067820915915,93.43169883020198,93.43169883020198,93.8097315145139,83.27227621739048,72.73055175079834,85.08260856164844,6.916275566371168
62,CASCADES,LERABA,SINDOU,2014,87.72916044782396,88.66405298940913,85.7320795382195,86.29087299582969,90.54516403051012,93.87623169276232,87.59472439692013,87.59472439692013,87.59472439692013,80.2111772778624,69.20372924277966,83.70098535420985,6.916275566371168
63,CASCADES,LERABA,WOLONKOTO,2014,94.91445194814109,94.68125673616791,91.96427904449037,92.94946679018521,97.56088501373928,100.340743733348,95.24823819680648,95.24823819680648,95.24823819680648,88.73119919778125,76.995777241088,88.87259498667841,6.916275566371168
64,CENTRE EST,BOULGOU,BAGRE,2014,128.8797742200317,129.8585306274191,134.8236506403098,131.3691524237254,131.2761994327504,130.6589882509724,131.1005601890911,131.3452492909379,131.914654207141,122.3725220799311,119.5106217963063,125.3595958014655,3.918282611671305
65,CENTRE EST,BOULGOU,BANE,2014,121.7390209377827,119.1672927689838,124.2895371490609,122.8046701538635,122.9193046140651,120.5754012334603,122.6844810363419,119.9324691912606,121.101643552903,111.9808433050348,111.4434916709522,116.8474896103177,3.918282611671305
66,CENTRE EST,BOULGOU,BEGUEDO,2014,133.5492687413047,132.9165991061711,135.992213008235,135.2329339237379,134.6268293913099,133.4107268305713,133.945110956818,133.1631602654978,136.4775483351234,127.2417263212496,124.0590345127871,133.0168313629993,3.918282611671305
67,CENTRE EST,BOULGOU,BISSIGA,2014,129.921442119919,123.3133566171898,125.0677452436744,126.1690761886324,128.1132168070764,125.48667797203,126.7397556421228,124.5667338960754,124.2091041506551,120.3136562259826,119.7881487271014,122.5264063252598,3.918282611671305
68,CENTRE EST,BOULGOU,BITTOU,2014,123.5099056729871,120.5422643268918,125.9740855043217,124.3651960550081,124.3188409938275,122.4579061773694,124.4925725077812,121.7159958408456,122.6869739448708,112.0557361154424,111.9887111311259,116.7859577211974,3.918282611671305
69,CENTRE EST,BOULGOU,BOUSSOUMA,2014,129.9536546940485,129.9660539282678,134.4066059581637,131.9598543111582,132.0572034138534,131.588904929335,132.318404458762,132.3215042673168,133.5131026641526,122.4651986759636,119.9938003828903,126.747946558385,3.918282611671305
70,CENTRE EST,BOULGOU,GARANGO,2014,131.9625620604495,132.683868622472,136.254909691444,134.3232153414608,133.4698757065605,131.890651282482,132.0454950026883,131.5609920039058,134.2640661457555,127.5208415471592,123.6283245547175,131.7439909173823,3.918282611671305
71,CENTRE EST,BOULGOU,KOMTOEGA,2014,133.54002545318,133.3296948496664,136.5380975506616,135.4348601514232,134.6139037665097,133.2410397720136,133.5845446806011,132.8228842874318,136.062573976854,127.8217286475779,124.359631755502,133.0619961569271,3.918282611671305
72,CENTRE EST,BOULGOU,NIAOGO,2014,134.2643313800419,131.1563750990801,132.0,132.7224979146018,132.7827193976557,133.111890502607,134.7784431659053,135.2162545720288,141.4207064791219,127.6383290915715,123.5418334654401,130.2846865084783,3.918282611671305
73,CENTRE EST,BOULGOU,TENKODOGO,2014,124.9373560811679,125.7015886055173,129.7431769293821,126.6107238738559,127.188070373849,124.9802915784384,125.3958491692597,125.3856988711057,125.3134275201896,121.9701412802843,118.3613567545805,123.414442550005,3.918282611671305
74,CENTRE EST,BOULGOU,ZABRE,2014,134.4502836420547,133.9039314195399,139.5777863766085,135.4195343524973,134.4092084932519,135.4401860709881,135.6927104637547,136.0190837948649,136.7764286849861,123.0837182212314,121.0307492895574,122.9894458525759,3.918282611671305
75,CENTRE EST,BOULGOU,ZOAGA,2014,136.9622281992719,134.4107555294331,137.9251918722074,135.9091549447893,135.0,136.4482821722733,137.3290547472898,137.7773369195632,141.4477918564977,125.8304101740458,123.0530732544826,125.5606169429062,3.918282611671305
76,CENTRE EST,BOULGOU,ZONSE,2014,134.3447219251414,133.3483049974511,137.2054680297658,134.1218077305713,133.1601544537696,134.0451142841748,134.6200161944164,135.4248987979368,138.4875588928267,125.8675426984102,122.2229141945701,124.3763010873631,3.918282611671305
77,CENTRE EST,KOULPELOGO,COMIN-YANGA,2014,132.4157896161456,120.4799284008269,119.9674045525671,126.7067547124849,128.0086033655055,124.9856633937626,126.7523414413756,121.2989820326546,124.7594235112947,118.2075153602781,118.8459158385287,124.940369879467,13.055939765755717
78,CENTRE EST,KOULPELOGO,DOURTENGA,2014,119.3758928794674,109.9328549685234,113.0719445793588,116.2648768680847,117.6114084126606,113.6293291572873,117.5934876680339,111.5579077796324,113.7291661792572,104.5937492688859,107.143708001876,112.4327241680974,13.055939765755717
79,CENTRE EST,KOULPELOGO,LALGAYE,2014,121.2900452509063,113.2021681868125,116.2474505297862,118.5568629952107,119.9072466223685,116.2734318603695,119.5410613843674,114.5914004861472,116.2158473080995,108.3237709621493,109.8777658902381,114.8108133979216,13.055939765755717
80,CENTRE EST,KOULPELOGO,OUARGAYE,2014,116.1443684303658,105.8198940822382,109.1586628111603,113.6918698263613,114.4396681044614,110.0440344379982,114.7591823548432,107.13940833262,111.1201538540797,99.88097691226389,103.0440344379982,110.4007880447502,13.055939765755717
81,CENTRE EST,KOULPELOGO,SANHA,2014,116.4920654287137,107.2242031557583,110.8735301124502,112.3046143294099,112.0739774352673,109.732180642626,114.1076849103365,108.965776286991,110.5352512235526,97.0491462108649,102.2336385599464,111.4547971343194,13.055939765755717
82,CENTRE EST,KOULPELOGO,SOUDOUGUI,2014,119.761568718542,107.97508731942,108.2815506774796,112.8282425921761,112.2324424155501,110.0344551105122,113.7232000443197,108.5179066567398,111.6375613696802,100.3831597201707,105.371981060252,118.71773222329,13.055939765755717
83,CENTRE EST,KOULPELOGO,YARGATENGA,2014,119.7514492325584,114.2503828877944,119.1938551703604,119.5350339368227,119.8303567338628,116.9443883427424,120.1490956026198,115.5691217565514,117.4667981835302,106.498873541401,107.7952326262876,113.3741701845095,13.055939765755717
84,CENTRE EST,KOULPELOGO,YONDE,2014,118.0933800742422,106.2543945357564,107.9498531479668,113.2089584127559,113.3661319102416,109.8781857221083,114.2554563753188,107.2757230350236,111.2127993767844,99.64934479876395,103.9197808810802,114.1426571612711,13.055939765755717
85,CENTRE EST,KOURITENGA,ANDEMTENGA,2014,145.9415365967669,141.5965259759201,142.2717115540362,143.1797763915158,142.5918669519926,140.8964851749136,139.7594985905398,138.6484980364121,140.8196578915311,138.3687350363816,135.1149580665972,139.8751581685949,
86,CENTRE EST,KOURITENGA,BASKOURE,2014,146.8380631725202,140.5760151237657,140.2013798929856,141.565648639294,142.682249349285,141.1694717620908,139.8651490979699,139.5456377439321,139.4186705494694,138.8395939235814,136.1183614133139,138.0784262264883,
87,CENTRE EST,KOURITENGA,DIALGAYE,2014,135.441838516557,134.5639386066911,137.0234940881374,135.27748098007,135.3410367851064,133.544025912348,132.9002002000718,132.9488103688999,133.5987969372425,131.3061784545551,127.3559824213147,132.0744918528284,
88,CENTRE EST,KOURITENGA,GOUNGHIN,2014,149.9206550027222,140.7501502509121,138.8049436072412,141.2161800747965,144.1943496539432,142.914258189475,141.3190978437832,141.6977247452706,139.1855849900084,140.7589149148469,138.7938923316024,137.4962715392647,
89,CENTRE EST,KOURITENGA,KANDO,2014,145.2102925102015,141.8650068765849,143.0842731031688,143.7001034310616,142.33421759117,140.5503995043855,139.5063368264623,138.0595414204933,141.2605238148616,137.9387006528933,134.4151271572474,140.4839215178461,
90,CENTRE EST,KOURITENGA,KOUPELA,2014,145.04351188445,141.3641250889133,142.3962694624289,143.0250605985075,142.0921022062099,140.3484266636422,139.282132578913,138.0675518994541,140.6614458013458,137.7947814937775,134.3737244933712,139.7687361410752,
91,CENTRE EST,KOURITENGA,POUYTENGA,2014,147.7030036935755,145.5594268866314,147.476111877983,148.4352630021066,144.7160808999026,142.7391341102551,141.7344156510582,138.8999674970914,145.4949857147706,139.7805220717634,135.8313469516654,145.412209791754,
92,CENTRE EST,KOURITENGA,TENSOBENTENGA,2014,139.8046619768779,136.7752151696528,138.0997445593464,137.5572360594689,138.1220136066532,136.443508020041,135.5398455633266,135.4971510435718,135.7143943862037,134.1828343901022,130.7294856735922,134.2357416460812,
93,CENTRE EST,KOURITENGA,YARGO,2014,144.0720963034954,139.3774766093512,139.8350317525524,140.4074912910697,140.9854884793785,139.3757584988319,138.2518802326856,137.8785273237276,138.3305448171373,137.0324202715924,133.9368385766453,137.0172212716164,
94,CENTRE NORD,BAM,BOURZANGA,2014,177.3151273502926,182.748688165604,179.5560168535576,178.923476233918,181.4782855735529,182.2709679043199,185.8720211561536,183.0835628514422,177.1118684263055,161.3297737074792,156.5476238950496,154.5591986465001,3.293334862911552
95,CENTRE NORD,BAM,GUIBARE,2014,161.5188982245614,168.2391822827955,164.5660082496969,163.4659609775318,167.1433616808568,164.612412670435,167.1192601091359,167.2675105247429,165.9543794352432,148.3766732018846,144.5008220457706,142.5614287772717,3.293334862911552
96,CENTRE NORD,BAM,KONGOUSSI,2014,165.901280812979,172.9256505432515,171.2850353088365,171.8124128793455,181.0485472272865,179.2478185593553,182.4755341530981,179.7457812936545,176.1902291528666,154.0613942464951,148.1392788518549,143.0854942853726,3.293334862911552
97,CENTRE NORD,BAM,NASSERE,2014,159.6696725980817,166.8286190896183,166.2112204383489,165.0561715226245,170.1474523198048,168.3250157741692,171.9759110923524,170.7994099635379,168.847786334538,148.874710492448,142.2969910520751,139.2172426652608,3.293334862911552
98,CENTRE NORD,BAM,ROLLO,2014,177.2410655023518,174.7170986670863,171.9844764856747,174.8849499569161,181.2302548252046,181.3381805213351,181.9988633106432,179.8993367818846,175.6511137166292,160.2422520156339,154.318992552052,150.9065328279993,3.293334862911552
99,CENTRE NORD,BAM,ROUKO,2014,161.6359636965611,168.5119659198715,165.5499342029013,165.1435302786045,171.2855080142673,168.6673967407923,171.3212128604395,170.6562070923918,168.9258710486564,149.2920432530658,144.6627423311903,141.4717341999842,3.293334862911552
100,CENTRE NORD,BAM,SABCE,2014,159.6704614081655,166.4976246483209,165.9452022670274,165.3306692156159,171.6092707257843,169.6469231929857,173.2572946068663,171.9561652194346,169.8615740575626,149.0803865596705,142.1211903264864,138.6308786153108,3.293334862911552
101,CENTRE NORD,BAM,TIKARE,2014,158.7134897359604,163.1236873569262,162.9983767969514,163.4955113540034,172.1464915261758,168.6791641077521,169.2759097689979,167.5750942011452,165.8742786332924,150.7093820531131,145.0,139.5199984134686,3.293334862911552
102,CENTRE NORD,BAM,ZIMTENGA,2014,168.0982051917568,175.1508807370023,173.1466899172411,172.817167823094,179.3069692666869,178.1896150877746,181.5481335428524,178.9780165434023,175.1165548145853,155.2113685509078,149.9139072805981,145.9791552851273,3.293334862911552
