Shape_Leng,Shape_Area,ADM2_FR,ADM2_PCODE,ADM2_REF,ADM2ALT1FR,ADM2ALT2FR,ADM1_FR,ADM1_PCODE,ADM0_FR,ADM0_PCODE,date,validOn,validTo,Preci_sept_2017mean,Preci_sept_2017min,Preci_sept_2017max
3.52302810348,0.27250629124,Ioba,BF5702,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,133.603885723527,127.46524810791,141.296020507812
3.28716824267,0.24830211969,Kadiogo,BF1300,,,,Centre,BF13,Burkina Faso,BF,2020/03/18,2020/03/23,,101.06703338623,96.7219772338867,113.403747558594
4.99390351331,0.69568620628,Kénédougou,BF5302,Kenedougou,,,Hauts-Bassins,BF53,Burkina Faso,BF,2020/03/18,2020/03/23,,164.327639656067,150.112609863281,179.37744140625
4.65656916863,0.42399176665,Komandjari,BF5203,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,79.6549695332845,68.2560882568359,95.487060546875
5.53976527700,0.57884020519,Kompienga,BF5204,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,133.079341750547,116.935165405273,150.309600830078
4.39550028031,0.61722796275,Kossi,BF4603,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,127.224257577549,114.076446533203,146.742080688477
3.60030709967,0.43941062026,Koulpélogo,BF4802,Koulpelogo,,,Centre-Est,BF48,Burkina Faso,BF,2020/03/18,2020/03/23,,118.503393839276,104.609260559082,139.337738037109
3.23110068694,0.23544445349,Kourittenga,BF4803,,,,Centre-Est,BF48,Burkina Faso,BF,2020/03/18,2020/03/23,,103.275202263726,94.9896240234375,108.41024017334
2.38710329798,0.13388322877,Kourwéogo,BF5502,Kourweogo,,,Plateau-Central,BF55,Burkina Faso,BF,2020/03/18,2020/03/23,,103.713185245044,99.0075836181641,109.674751281738
3.24999609269,0.24803678911,Léraba,BF4702,Leraba,,,Cascades,BF47,Burkina Faso,BF,2020/03/18,2020/03/23,,181.882690429688,172.8701171875,194.565948486328
3.12999340113,0.31457115434,Loroum,BF5401,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,85.4127164626504,77.0786590576172,92.1015777587891
5.76684319767,0.58406393480,Mouhoun,BF4604,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,126.076396964845,117.050933837891,140.776794433594
3.56052842802,0.32159959502,Nahouri,BF5102,,,,Centre-Sud,BF51,Burkina Faso,BF,2020/03/18,2020/03/23,,123.424885452435,114.229446411133,129.001724243164
5.50988189109,0.53251030751,Namentenga,BF4902,,,,Centre-Nord,BF49,Burkina Faso,BF,2020/03/18,2020/03/23,,77.4466143208165,56.7580795288086,98.2482299804688
2.77008495461,0.30800820262,Nayala,BF4605,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,117.695458579198,111.920066833496,122.055488586426
3.04964010849,0.23297550156,Noumbiel,BF5703,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,133.83454357494,124.713287353516,146.574188232422
3.46097110463,0.22316725400,Oubritenga,BF5503,,,,Plateau-Central,BF55,Burkina Faso,BF,2020/03/18,2020/03/23,,97.742702960968,95.0072250366211,100.251815795898
4.41670422633,0.81476579188,Oudalan,BF5601,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,43.3062907020847,33.1204490661621,53.262866973877
4.16236597956,0.33077444081,Passoré,BF5402,Passore,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,105.285687099359,95.7676849365234,114.913414001465
5.58686871385,0.63084128270,Poni,BF5704,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,149.462949068252,122.878051757812,178.423782348633
5.11177977674,0.42455242976,Sanguié,BF5002,Sanguie,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,117.456919956207,111.209625244141,124.230110168457
5.58040718979,0.78060953806,Sanmatenga,BF4903,,,,Centre-Nord,BF49,Burkina Faso,BF,2020/03/18,2020/03/23,,81.3578582645256,57.5568695068359,97.9774169921875
4.47397106990,0.57497372729,Séno,BF5602,Seno,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,55.1148643029859,40.6927719116211,66.9173278808594
5.98943443195,0.58829888811,Sissili,BF5003,,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,126.199724476373,116.937843322754,132.792617797852
5.05856595377,1.04463372427,Soum,BF5603,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,62.9607398759073,49.0025939941406,81.0779113769531
3.92633238200,0.49787425259,Sourou,BF4606,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,110.265116082297,99.5799942016602,122.170936584473
6.38639000558,1.27417099546,Tapoa,BF5205,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,115.363680162779,84.5901184082031,142.299743652344
4.80105172606,0.45964098169,Tuy,BF5303,,,,Hauts-Bassins,BF53,Burkina Faso,BF,2020/03/18,2020/03/23,,132.31780985782,126.010314941406,143.832015991211
4.29143025909,0.52636240412,Yagha,BF5604,,,,Sahel,BF56,Burkina Faso,BF,2020/03/18,2020/03/23,,60.5601523582632,50.6536674499512,70.2425155639648
5.06426055700,0.56452269378,Yatenga,BF5403,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,95.5415549278259,88.0081405639648,103.864547729492
3.62328789385,0.43299657867,Ziro,BF5004,,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,124.792712192304,117.327255249023,128.361434936523
2.55203384495,0.16635637629,Zondoma,BF5404,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,100.450261592865,94.7800369262695,109.183013916016
3.58689769117,0.33011403273,Zoundwéogo,BF5103,Zoundweogo,,,Centre-Sud,BF51,Burkina Faso,BF,2020/03/18,2020/03/23,,112.858487003064,103.726264953613,122.955207824707
